@RELATION MNIST_038_database

@ATTRIBUTE mean NUMERIC
@ATTRIBUTE var NUMERIC
@ATTRIBUTE proy_0-3 NUMERIC
@ATTRIBUTE proy_8-3 NUMERIC
@ATTRIBUTE proy_0-8 NUMERIC
@ATTRIBUTE class {cero,tres,ocho}

@DATA
0.110,0.082,-11.117,-3.966,-7.151,tres
0.135,0.104,-7.969,8.555,-16.524,tres
0.148,0.108,-10.735,2.640,-13.376,tres
0.147,0.100,-7.328,-7.846,0.519,tres
0.162,0.109,-7.431,0.153,-7.584,tres
0.180,0.128,-6.763,-3.587,-3.176,tres
0.189,0.135,-2.617,5.407,-8.024,tres
0.189,0.135,-2.996,6.780,-9.777,tres
0.048,0.034,-4.171,0.180,-4.351,tres
0.183,0.130,1.279,8.585,-7.307,tres
0.135,0.090,-4.409,-3.021,-1.388,tres
0.148,0.105,-0.515,-8.432,7.917,tres
0.172,0.124,-0.584,-2.606,2.022,tres
0.093,0.063,-2.395,-8.810,6.414,tres
0.189,0.139,4.862,8.654,-3.792,tres
0.155,0.114,-11.989,1.627,-13.616,tres
0.145,0.105,-12.614,-4.103,-8.511,tres
0.168,0.120,-3.973,8.430,-12.403,tres
0.114,0.082,-7.831,-9.940,2.109,tres
0.186,0.132,-9.054,-2.593,-6.462,tres
0.106,0.076,-13.481,-9.992,-3.489,tres
0.184,0.132,-1.919,6.423,-8.342,tres
0.189,0.134,7.116,4.214,2.902,tres
0.114,0.080,-9.834,-4.579,-5.255,tres
0.125,0.089,-6.900,-7.822,0.922,tres
0.163,0.117,5.505,11.425,-5.920,tres
0.182,0.131,-12.123,-4.617,-7.505,tres
0.150,0.109,1.336,4.250,-2.914,tres
0.161,0.117,4.283,8.309,-4.026,tres
0.186,0.128,-10.290,-6.657,-3.633,tres
0.136,0.098,-4.788,4.506,-9.294,tres
0.183,0.135,-2.349,9.728,-12.077,tres
0.171,0.123,-9.876,-7.831,-2.045,tres
0.141,0.098,-10.888,-10.683,-0.205,tres
0.105,0.074,-3.261,-6.329,3.069,tres
0.156,0.115,-12.728,-7.124,-5.604,tres
0.129,0.089,-3.237,-4.071,0.834,tres
0.107,0.075,-8.536,-1.174,-7.361,tres
0.204,0.139,-9.742,-12.457,2.714,tres
0.103,0.074,-13.885,-4.802,-9.083,tres
0.157,0.112,-11.840,-5.841,-6.000,tres
0.187,0.130,-4.914,1.375,-6.289,tres
0.142,0.101,-12.235,-6.503,-5.732,tres
0.122,0.084,-6.272,-6.849,0.577,tres
0.181,0.125,-8.858,-4.603,-4.255,tres
0.132,0.096,-2.958,1.460,-4.418,tres
0.110,0.081,-15.262,-10.048,-5.214,tres
0.140,0.101,-4.356,-6.437,2.081,tres
0.179,0.123,-2.347,-0.131,-2.217,tres
0.078,0.052,-6.617,-6.156,-0.461,tres
0.194,0.134,-1.743,3.010,-4.753,tres
0.105,0.074,-12.196,-5.054,-7.142,tres
0.085,0.060,-8.209,-4.593,-3.617,tres
0.097,0.070,-11.920,-6.461,-5.459,tres
0.192,0.135,11.608,5.161,6.447,tres
0.133,0.098,-9.411,-10.897,1.486,tres
0.173,0.119,1.865,9.544,-7.679,tres
0.107,0.075,-2.908,-8.042,5.133,tres
0.183,0.130,-3.736,5.038,-8.774,tres
0.188,0.129,13.859,8.717,5.142,tres
0.091,0.070,-5.171,3.674,-8.845,tres
0.116,0.077,2.455,-0.665,3.120,tres
0.214,0.146,-16.029,-7.346,-8.683,tres
0.180,0.126,-6.956,-8.692,1.736,tres
0.110,0.079,-5.950,-8.532,2.582,tres
0.196,0.136,-3.093,-4.866,1.773,tres
0.166,0.120,-8.742,-1.001,-7.741,tres
0.196,0.142,-10.186,-2.357,-7.829,tres
0.137,0.098,-13.683,-1.501,-12.182,tres
0.105,0.078,-7.114,-0.926,-6.188,tres
0.169,0.117,-5.863,-7.262,1.398,tres
0.120,0.089,-13.575,-4.718,-8.857,tres
0.174,0.124,-4.228,-3.623,-0.605,tres
0.086,0.062,-4.813,-3.032,-1.781,tres
0.156,0.111,-10.681,-8.354,-2.327,tres
0.210,0.140,-4.777,0.719,-5.496,tres
0.099,0.070,-8.595,4.599,-13.193,tres
0.178,0.122,-6.113,-9.124,3.011,tres
0.077,0.057,-8.133,3.859,-11.991,tres
0.159,0.111,-1.168,0.814,-1.982,tres
0.114,0.078,1.996,-5.582,7.578,tres
0.181,0.125,-7.708,-3.921,-3.787,tres
0.183,0.126,-2.047,-1.656,-0.390,tres
0.215,0.152,-4.498,-7.601,3.103,tres
0.122,0.085,-0.199,-5.405,5.206,tres
0.180,0.125,-4.197,-2.765,-1.432,tres
0.165,0.116,-2.444,3.755,-6.199,tres
0.201,0.136,-0.870,0.133,-1.004,tres
0.065,0.045,-9.394,-6.346,-3.047,tres
0.118,0.082,-7.616,-3.338,-4.279,tres
0.094,0.067,-5.639,1.381,-7.020,tres
0.130,0.093,-6.218,-7.846,1.629,tres
0.093,0.063,-8.892,-9.394,0.503,tres
0.151,0.106,-7.111,-4.725,-2.386,tres
0.154,0.109,-9.326,-8.220,-1.106,tres
0.139,0.101,-14.766,-9.872,-4.894,tres
0.127,0.092,-5.019,-11.154,6.134,tres
0.137,0.094,-4.264,-9.771,5.507,tres
0.131,0.093,-11.136,-11.696,0.560,tres
0.180,0.125,4.268,-10.164,14.432,tres
0.048,0.032,0.744,0.704,0.040,tres
0.101,0.072,-11.459,-4.888,-6.571,tres
0.125,0.088,-10.420,-7.054,-3.366,tres
0.061,0.041,-7.175,-6.001,-1.174,tres
0.070,0.048,-5.474,1.979,-7.453,tres
0.102,0.074,-13.082,-4.419,-8.663,tres
0.122,0.085,0.238,-5.039,5.277,tres
0.193,0.132,4.397,-5.039,9.436,tres
0.200,0.136,1.935,-7.310,9.245,tres
0.167,0.113,-3.073,-11.258,8.185,tres
0.154,0.112,-10.540,-11.844,1.305,tres
0.160,0.110,-14.979,-5.751,-9.228,tres
0.178,0.120,-2.797,-3.780,0.983,tres
0.173,0.126,-3.457,4.801,-8.258,tres
0.113,0.078,-0.935,-8.658,7.722,tres
0.140,0.097,-3.435,-7.500,4.065,tres
0.203,0.139,-3.965,1.313,-5.278,tres
0.145,0.102,-15.910,-9.711,-6.200,tres
0.205,0.141,-3.854,-0.155,-3.699,tres
0.266,0.177,16.005,3.245,12.760,tres
0.088,0.060,-10.544,-8.003,-2.540,tres
0.187,0.129,-3.504,0.529,-4.033,tres
0.195,0.133,-0.606,-4.538,3.933,tres
0.112,0.083,-5.784,-6.499,0.715,tres
0.183,0.128,7.240,3.642,3.598,tres
0.130,0.093,-11.999,-7.486,-4.513,tres
0.086,0.063,-9.384,0.724,-10.108,tres
0.184,0.132,-2.854,4.740,-7.594,tres
0.200,0.136,12.280,6.939,5.341,tres
0.224,0.149,7.838,5.579,2.259,tres
0.173,0.125,-7.054,-3.299,-3.755,tres
0.201,0.143,3.340,0.564,2.776,tres
0.225,0.152,-4.591,-7.932,3.341,tres
0.179,0.121,-1.151,-3.418,2.267,tres
0.108,0.072,-9.760,-3.730,-6.029,tres
0.184,0.129,9.612,9.514,0.098,tres
0.107,0.077,-3.938,-5.081,1.143,tres
0.184,0.127,-5.437,3.325,-8.762,tres
0.137,0.100,-6.881,-9.139,2.259,tres
0.079,0.056,-10.256,-4.216,-6.040,tres
0.142,0.103,-14.132,-8.694,-5.438,tres
0.135,0.097,-4.911,0.896,-5.808,tres
0.174,0.121,3.309,4.140,-0.830,tres
0.138,0.098,-5.642,-7.180,1.538,tres
0.110,0.080,-7.479,-1.003,-6.475,tres
0.166,0.109,-5.546,1.010,-6.556,tres
0.272,0.171,-3.290,-5.773,2.482,tres
0.074,0.054,-13.239,-0.602,-12.637,tres
0.154,0.107,-10.085,-8.518,-1.567,tres
0.123,0.089,-6.022,-5.186,-0.836,tres
0.078,0.056,-7.894,-5.929,-1.965,tres
0.133,0.095,-2.253,4.948,-7.201,tres
0.194,0.132,-9.642,-8.183,-1.458,tres
0.147,0.104,-3.206,6.727,-9.933,tres
0.157,0.108,-4.059,-5.246,1.187,tres
0.146,0.103,-11.102,-3.168,-7.935,tres
0.125,0.088,-5.063,-3.872,-1.191,tres
0.101,0.070,-10.289,-7.509,-2.780,tres
0.099,0.070,-4.416,1.544,-5.960,tres
0.136,0.098,-7.891,1.290,-9.181,tres
0.143,0.095,-4.775,-7.823,3.048,tres
0.143,0.101,2.423,-4.234,6.657,tres
0.157,0.111,-7.350,0.956,-8.306,tres
0.133,0.095,-8.949,-8.684,-0.265,tres
0.075,0.052,-7.122,-2.192,-4.929,tres
0.129,0.092,-5.534,-6.042,0.508,tres
0.058,0.043,-2.689,2.797,-5.486,tres
0.160,0.114,-10.844,-5.442,-5.403,tres
0.131,0.094,1.712,-5.599,7.311,tres
0.189,0.129,-8.843,-5.367,-3.476,tres
0.184,0.131,-6.006,-13.126,7.120,tres
0.105,0.073,-8.603,-5.702,-2.900,tres
0.099,0.076,-11.225,-3.355,-7.871,tres
0.183,0.128,-5.529,-9.241,3.712,tres
0.115,0.084,-8.384,0.812,-9.197,tres
0.165,0.114,-2.704,-11.292,8.588,tres
0.077,0.060,-9.821,-2.549,-7.272,tres
0.170,0.116,-5.288,-8.506,3.218,tres
0.101,0.073,-5.900,2.078,-7.977,tres
0.280,0.176,-4.683,-5.102,0.418,tres
0.125,0.091,-5.181,-3.152,-2.028,tres
0.175,0.125,-7.006,-7.139,0.133,tres
0.239,0.155,-3.211,-9.119,5.908,tres
0.119,0.082,-11.082,-6.571,-4.511,tres
0.203,0.139,-5.992,-7.534,1.543,tres
0.060,0.040,-5.381,-0.972,-4.410,tres
0.086,0.061,-9.266,-3.425,-5.841,tres
0.255,0.171,5.491,-7.068,12.559,tres
0.193,0.133,-1.802,-3.643,1.840,tres
0.204,0.142,-1.054,-11.150,10.096,tres
0.237,0.159,2.537,-4.829,7.366,tres
0.107,0.071,-5.142,-2.117,-3.025,tres
0.160,0.115,-13.741,-1.913,-11.828,tres
0.108,0.078,-3.784,-8.373,4.589,tres
0.119,0.083,-1.975,10.414,-12.390,tres
0.076,0.052,-9.672,2.016,-11.688,tres
0.258,0.170,12.621,-8.670,21.291,tres
0.098,0.069,-14.410,-6.262,-8.148,tres
0.162,0.111,-6.170,8.600,-14.771,tres
0.104,0.073,-5.971,-4.530,-1.441,tres
0.097,0.068,-11.772,-1.314,-10.458,tres
0.182,0.131,-12.774,-2.412,-10.362,tres
0.116,0.085,-2.726,8.125,-10.850,tres
0.083,0.060,-9.627,-6.784,-2.842,tres
0.106,0.076,-11.885,-9.348,-2.537,tres
0.148,0.108,-16.297,-8.152,-8.145,tres
0.067,0.043,-3.478,2.328,-5.807,tres
0.153,0.109,-6.724,-6.239,-0.484,tres
0.133,0.093,-6.183,1.513,-7.696,tres
0.092,0.068,-10.791,0.691,-11.482,tres
0.105,0.075,-14.184,-4.132,-10.052,tres
0.111,0.082,-6.752,-0.480,-6.271,tres
0.073,0.055,-6.842,-0.787,-6.054,tres
0.093,0.063,-4.229,-3.731,-0.498,tres
0.156,0.108,-15.203,-7.050,-8.153,tres
0.141,0.103,-1.791,3.172,-4.963,tres
0.126,0.086,9.108,-1.583,10.691,tres
0.213,0.145,-13.736,-11.493,-2.243,tres
0.168,0.117,0.236,-5.787,6.023,tres
0.149,0.105,-8.235,-8.266,0.030,tres
0.149,0.104,-8.942,-9.889,0.947,tres
0.121,0.087,-7.991,-2.925,-5.066,tres
0.067,0.046,-9.054,-3.126,-5.929,tres
0.131,0.091,3.017,-4.897,7.914,tres
0.163,0.114,-2.269,-6.081,3.812,tres
0.179,0.132,-3.203,-4.264,1.061,tres
0.134,0.094,-6.674,-6.393,-0.281,tres
0.148,0.104,-8.806,-0.888,-7.918,tres
0.120,0.083,-2.704,-2.928,0.224,tres
0.106,0.074,-1.005,-0.727,-0.277,tres
0.139,0.098,14.166,8.641,5.525,tres
0.151,0.111,-8.276,-1.626,-6.650,tres
0.155,0.109,13.755,2.875,10.880,tres
0.111,0.076,-2.564,1.033,-3.597,tres
0.110,0.080,-6.902,-6.457,-0.445,tres
0.134,0.100,-12.671,-1.823,-10.847,tres
0.121,0.085,-14.469,-5.273,-9.196,tres
0.109,0.077,4.172,-4.505,8.677,tres
0.195,0.128,-9.493,-9.335,-0.158,tres
0.185,0.135,-10.342,-5.802,-4.540,tres
0.184,0.132,-8.757,-6.414,-2.343,tres
0.159,0.112,-7.186,-10.577,3.391,tres
0.153,0.113,-10.478,-6.344,-4.134,tres
0.176,0.127,-15.787,-5.807,-9.981,tres
0.151,0.112,-12.951,-1.966,-10.985,tres
0.169,0.121,-14.826,-12.990,-1.836,tres
0.193,0.137,-15.572,-6.106,-9.466,tres
0.147,0.106,-10.449,-6.719,-3.730,tres
0.152,0.111,-15.044,-5.835,-9.210,tres
0.140,0.093,1.343,-8.462,9.805,tres
0.135,0.097,-6.317,-2.960,-3.358,tres
0.150,0.112,-10.752,-1.980,-8.772,tres
0.113,0.076,2.978,1.167,1.811,tres
0.218,0.154,-11.780,-6.981,-4.799,tres
0.118,0.087,-6.581,-8.321,1.740,tres
0.184,0.132,-10.590,-3.891,-6.700,tres
0.170,0.122,-10.619,-8.971,-1.648,tres
0.159,0.113,-4.739,-9.569,4.830,tres
0.089,0.062,1.918,0.639,1.280,tres
0.151,0.106,-3.549,-3.660,0.111,tres
0.215,0.142,1.312,-0.719,2.031,tres
0.117,0.085,-5.599,4.274,-9.873,tres
0.199,0.136,-4.366,-5.538,1.171,tres
0.171,0.125,-10.627,2.760,-13.387,tres
0.117,0.088,-13.212,-5.404,-7.808,tres
0.177,0.127,-0.751,14.103,-14.854,tres
0.071,0.045,-7.804,-5.634,-2.170,tres
0.102,0.073,2.090,-5.852,7.942,tres
0.165,0.117,-2.203,-0.921,-1.282,tres
0.173,0.123,3.345,6.458,-3.113,tres
0.165,0.120,-9.587,-0.554,-9.033,tres
0.137,0.096,-2.814,8.211,-11.025,tres
0.158,0.108,2.771,-4.104,6.875,tres
0.184,0.127,-9.731,-5.849,-3.882,tres
0.133,0.095,-13.255,-0.910,-12.345,tres
0.123,0.089,1.208,-9.990,11.198,tres
0.104,0.075,-13.825,-4.435,-9.389,tres
0.132,0.094,-10.888,-6.094,-4.795,tres
0.103,0.076,-14.013,-5.904,-8.109,tres
0.187,0.127,4.102,2.807,1.295,tres
0.188,0.129,-7.121,-10.320,3.199,tres
0.188,0.126,-6.481,-10.450,3.969,tres
0.131,0.098,-15.479,-6.011,-9.468,tres
0.136,0.089,-4.576,-11.542,6.966,tres
0.099,0.071,2.286,-2.181,4.467,tres
0.109,0.076,-11.084,-0.959,-10.125,tres
0.088,0.062,-11.048,-6.529,-4.519,tres
0.100,0.073,-8.231,1.340,-9.572,tres
0.085,0.059,-4.581,-6.815,2.234,tres
0.061,0.041,-4.379,0.479,-4.858,tres
0.118,0.087,-10.145,-4.936,-5.209,tres
0.096,0.073,-10.245,-0.737,-9.508,tres
0.143,0.104,-6.840,-3.545,-3.296,tres
0.102,0.073,-11.197,-8.572,-2.626,tres
0.110,0.077,-6.519,-2.845,-3.673,tres
0.112,0.075,3.010,-8.084,11.095,tres
0.145,0.102,-6.454,-4.921,-1.533,tres
0.106,0.075,-7.249,-8.552,1.303,tres
0.169,0.117,-6.415,0.939,-7.353,tres
0.075,0.053,-10.890,-3.293,-7.597,tres
0.189,0.132,-5.797,-6.264,0.467,tres
0.163,0.115,-8.635,-11.936,3.301,tres
0.117,0.084,-7.887,2.300,-10.187,tres
0.190,0.131,-2.147,-2.420,0.274,tres
0.271,0.179,-5.935,-0.581,-5.353,tres
0.127,0.092,-5.882,-8.218,2.336,tres
0.107,0.076,-8.705,-4.930,-3.775,tres
0.130,0.094,-16.907,-9.534,-7.374,tres
0.148,0.106,-3.746,-5.130,1.384,tres
0.135,0.097,3.029,-3.830,6.859,tres
0.119,0.084,-15.631,-7.500,-8.132,tres
0.183,0.129,-10.386,-8.590,-1.796,tres
0.126,0.088,-17.211,-7.166,-10.045,tres
0.144,0.103,-6.154,-7.045,0.891,tres
0.097,0.069,-3.126,-5.644,2.519,tres
0.179,0.126,-11.449,-7.794,-3.655,tres
0.157,0.113,-0.776,-0.975,0.200,tres
0.173,0.123,1.026,-5.971,6.997,tres
0.181,0.128,-2.514,-9.707,7.193,tres
0.193,0.133,0.122,-10.130,10.252,tres
0.166,0.118,-4.343,-10.703,6.360,tres
0.164,0.121,-5.203,-2.418,-2.785,tres
0.120,0.082,5.012,-1.510,6.523,tres
0.185,0.126,-11.782,-9.409,-2.373,tres
0.201,0.136,0.257,-8.140,8.397,tres
0.206,0.138,-5.531,-3.382,-2.149,tres
0.085,0.056,-4.410,-3.411,-0.999,tres
0.183,0.128,7.284,-6.042,13.326,tres
0.144,0.103,-3.681,-7.999,4.318,tres
0.143,0.101,-12.936,-10.066,-2.870,tres
0.098,0.068,-12.503,-4.139,-8.364,tres
0.093,0.071,-2.637,-5.889,3.252,tres
0.119,0.086,-7.631,-4.129,-3.503,tres
0.059,0.040,-4.958,1.881,-6.839,tres
0.183,0.134,-8.662,-1.901,-6.761,tres
0.186,0.130,-6.002,-7.674,1.672,tres
0.126,0.091,-2.791,-0.415,-2.376,tres
0.165,0.120,-10.696,-10.943,0.247,tres
0.130,0.092,-9.826,-6.842,-2.985,tres
0.094,0.067,-9.287,-2.389,-6.898,tres
0.153,0.106,-5.793,-11.013,5.220,tres
0.172,0.125,-15.412,-8.623,-6.789,tres
0.184,0.129,-4.717,-5.343,0.626,tres
0.172,0.120,-3.353,-10.715,7.363,tres
0.181,0.125,-6.338,-12.395,6.057,tres
0.135,0.094,-1.802,-3.453,1.651,tres
0.161,0.112,-4.387,-6.329,1.942,tres
0.151,0.107,-9.145,-12.592,3.447,tres
0.122,0.085,-6.466,-8.434,1.968,tres
0.131,0.096,-5.313,-6.784,1.471,tres
0.108,0.076,-1.068,-7.297,6.229,tres
0.122,0.086,-12.750,-8.439,-4.311,tres
0.143,0.100,-15.394,-6.262,-9.132,tres
0.125,0.090,-8.194,-2.204,-5.990,tres
0.145,0.106,-3.851,-4.360,0.508,tres
0.159,0.116,2.019,-4.088,6.107,tres
0.123,0.088,-7.682,-10.485,2.804,tres
0.165,0.113,-2.721,-3.713,0.992,tres
0.111,0.079,-10.046,-3.323,-6.723,tres
0.126,0.085,-5.128,0.565,-5.693,tres
0.235,0.159,-7.093,-11.649,4.556,tres
0.144,0.095,-2.398,-2.797,0.399,tres
0.146,0.106,-10.309,-0.989,-9.319,tres
0.122,0.091,-8.541,-0.127,-8.414,tres
0.131,0.095,-11.532,-4.658,-6.875,tres
0.143,0.105,-8.625,-10.077,1.452,tres
0.133,0.096,-13.626,-9.029,-4.597,tres
0.128,0.093,-8.519,-8.083,-0.436,tres
0.124,0.092,-8.582,-1.255,-7.327,tres
0.144,0.100,-10.153,-2.771,-7.382,tres
0.138,0.096,-7.380,-6.799,-0.581,tres
0.145,0.101,-9.411,-9.036,-0.376,tres
0.096,0.066,-2.904,-4.833,1.929,tres
0.139,0.098,-5.036,-10.970,5.934,tres
0.114,0.082,0.429,-6.504,6.934,tres
0.107,0.082,-0.451,-3.910,3.460,tres
0.120,0.084,-7.650,-2.305,-5.345,tres
0.128,0.093,-9.851,-4.146,-5.705,tres
0.171,0.116,-0.202,-6.067,5.865,tres
0.157,0.109,-9.204,-10.529,1.324,tres
0.120,0.082,1.748,-1.884,3.633,tres
0.135,0.099,-6.104,-3.709,-2.396,tres
0.121,0.086,-9.013,-1.372,-7.641,tres
0.110,0.078,-7.031,2.222,-9.254,tres
0.104,0.075,-8.395,-8.664,0.269,tres
0.129,0.096,-8.973,0.916,-9.889,tres
0.093,0.070,-9.115,-3.948,-5.167,tres
0.112,0.081,-10.522,-10.882,0.361,tres
0.150,0.107,-15.612,-7.437,-8.175,tres
0.063,0.046,-8.907,0.876,-9.783,tres
0.084,0.057,-7.950,-2.801,-5.149,tres
0.119,0.086,-8.238,-10.745,2.507,tres
0.149,0.105,-16.166,-6.938,-9.228,tres
0.121,0.088,-5.438,-0.255,-5.183,tres
0.127,0.091,-14.888,-9.295,-5.593,tres
0.109,0.078,-5.531,-7.412,1.881,tres
0.105,0.076,-14.777,-10.271,-4.507,tres
0.135,0.099,-12.818,-14.479,1.661,tres
0.102,0.074,-8.300,3.003,-11.303,tres
0.146,0.105,-9.734,-10.787,1.054,tres
0.092,0.066,-10.841,-2.207,-8.634,tres
0.148,0.107,-6.009,-12.837,6.828,tres
0.087,0.065,-11.212,-3.234,-7.978,tres
0.180,0.130,-12.692,0.469,-13.160,tres
0.126,0.091,-15.244,-11.544,-3.700,tres
0.111,0.083,-16.936,-7.964,-8.972,tres
0.133,0.095,-7.880,-10.533,2.653,tres
0.173,0.123,-3.705,-8.911,5.206,tres
0.102,0.076,-6.064,-9.314,3.251,tres
0.162,0.106,-8.267,-10.580,2.313,tres
0.168,0.114,-0.089,0.445,-0.534,tres
0.126,0.086,7.676,2.738,4.939,tres
0.111,0.075,9.892,4.587,5.305,tres
0.124,0.084,8.676,4.700,3.976,tres
0.109,0.081,-10.440,-5.797,-4.643,tres
0.145,0.102,-9.957,-8.875,-1.083,tres
0.164,0.114,-6.251,-8.677,2.426,tres
0.108,0.073,6.774,9.486,-2.713,tres
0.122,0.085,9.865,5.500,4.365,tres
0.049,0.036,-8.445,-1.691,-6.754,tres
0.122,0.085,1.729,2.045,-0.316,tres
0.119,0.082,1.414,3.615,-2.201,tres
0.095,0.064,4.765,2.290,2.475,tres
0.122,0.085,-14.342,-7.526,-6.816,tres
0.119,0.085,-3.712,7.073,-10.785,tres
0.125,0.085,-8.476,-6.083,-2.393,tres
0.139,0.098,3.053,-1.635,4.689,tres
0.104,0.075,-10.210,-6.958,-3.252,tres
0.119,0.081,5.090,1.786,3.304,tres
0.097,0.074,-4.940,0.768,-5.708,tres
0.125,0.092,-17.673,-7.619,-10.054,tres
0.126,0.094,-7.916,-5.299,-2.617,tres
0.137,0.102,-9.346,-8.000,-1.346,tres
0.101,0.072,-7.204,-8.784,1.580,tres
0.115,0.083,-14.044,-10.109,-3.935,tres
0.138,0.104,-5.847,-0.813,-5.034,tres
0.074,0.050,-4.439,-3.377,-1.062,tres
0.156,0.117,-6.595,0.356,-6.951,tres
0.158,0.117,-0.621,-0.934,0.313,tres
0.116,0.084,-12.661,-10.958,-1.703,tres
0.065,0.045,-9.025,-2.004,-7.021,tres
0.132,0.097,-16.136,-4.112,-12.024,tres
0.073,0.052,-3.626,-2.908,-0.718,tres
0.132,0.098,-5.103,6.859,-11.962,tres
0.130,0.098,-5.826,-7.143,1.317,tres
0.094,0.072,-7.305,0.510,-7.815,tres
0.119,0.088,-5.127,-1.832,-3.294,tres
0.125,0.093,-5.763,3.756,-9.519,tres
0.110,0.076,-6.791,-0.895,-5.896,tres
0.118,0.089,-3.700,-0.975,-2.726,tres
0.138,0.103,-14.035,-7.112,-6.923,tres
0.186,0.131,-6.091,-9.555,3.465,tres
0.105,0.081,-5.693,-1.080,-4.613,tres
0.227,0.153,-8.322,-14.081,5.759,tres
0.201,0.139,2.836,0.764,2.072,tres
0.098,0.069,-5.384,-8.468,3.084,tres
0.083,0.062,-2.811,-0.264,-2.548,tres
0.171,0.120,-1.516,2.068,-3.584,tres
0.184,0.128,-3.368,-9.768,6.400,tres
0.178,0.125,-5.907,-0.005,-5.903,tres
0.185,0.129,0.157,-1.596,1.754,tres
0.159,0.114,2.353,5.863,-3.510,tres
0.077,0.049,-2.502,4.554,-7.056,tres
0.235,0.155,3.405,-5.000,8.406,tres
0.189,0.133,-5.567,-9.534,3.968,tres
0.229,0.153,-4.856,-11.017,6.160,tres
0.161,0.113,-6.071,-2.458,-3.613,tres
0.147,0.106,-9.006,-8.765,-0.241,tres
0.121,0.086,-10.184,-3.079,-7.105,tres
0.145,0.102,-12.194,-12.091,-0.103,tres
0.186,0.128,-1.959,-0.777,-1.182,tres
0.175,0.120,-0.824,-11.381,10.557,tres
0.178,0.122,-6.647,-14.415,7.769,tres
0.121,0.086,-7.849,-9.890,2.041,tres
0.137,0.097,-6.522,-7.313,0.790,tres
0.100,0.073,-14.331,-5.215,-9.116,tres
0.105,0.076,-8.158,-10.330,2.172,tres
0.138,0.098,-13.938,-3.863,-10.074,tres
0.197,0.133,-3.564,-9.746,6.182,tres
0.222,0.145,3.101,-8.373,11.474,tres
0.165,0.117,-4.993,-12.103,7.110,tres
0.141,0.102,-9.977,-5.212,-4.765,tres
0.157,0.114,-12.567,-7.657,-4.910,tres
0.156,0.110,-8.152,-4.301,-3.851,tres
0.159,0.112,-6.101,-0.370,-5.730,tres
0.186,0.126,6.843,-10.766,17.610,tres
0.095,0.071,-7.235,-1.175,-6.060,tres
0.153,0.112,-3.572,-11.236,7.663,tres
0.151,0.111,-9.702,-3.588,-6.115,tres
0.172,0.122,-10.985,-4.843,-6.142,tres
0.145,0.108,-12.826,-5.839,-6.987,tres
0.164,0.115,-7.888,-4.000,-3.888,tres
0.117,0.080,-9.693,-4.384,-5.309,tres
0.087,0.064,-10.010,-4.421,-5.589,tres
0.156,0.112,-16.222,-6.973,-9.250,tres
0.163,0.114,-12.914,-9.803,-3.111,tres
0.226,0.156,-6.652,1.378,-8.030,tres
0.138,0.096,-5.700,-5.530,-0.169,tres
0.108,0.077,-9.768,-6.189,-3.579,tres
0.085,0.064,-10.864,-2.903,-7.961,tres
0.164,0.115,-11.556,-3.915,-7.641,tres
0.154,0.108,-5.699,-5.308,-0.391,tres
0.125,0.089,-5.673,-7.595,1.922,tres
0.138,0.098,-6.919,-9.731,2.812,tres
0.148,0.105,-10.862,-10.613,-0.249,tres
0.132,0.096,-1.318,-4.777,3.459,tres
0.127,0.094,-0.340,-5.508,5.168,tres
0.141,0.102,-3.335,-4.995,1.659,tres
0.159,0.114,-2.546,-8.989,6.443,tres
0.287,0.205,4.011,2.473,1.538,tres
0.151,0.107,5.405,-1.534,6.938,tres
0.126,0.090,-7.420,-4.117,-3.302,tres
0.130,0.093,-3.077,-6.909,3.832,tres
0.171,0.116,-1.157,-11.715,10.558,tres
0.153,0.107,-11.768,-8.129,-3.640,tres
0.166,0.119,-15.141,-7.078,-8.063,tres
0.148,0.105,-3.739,-7.359,3.621,tres
0.141,0.100,-3.332,-0.863,-2.468,tres
0.140,0.100,16.454,-1.351,17.806,tres
0.107,0.077,-9.242,-7.073,-2.169,tres
0.211,0.147,-12.213,-3.911,-8.302,tres
0.140,0.103,-6.577,-9.069,2.492,tres
0.112,0.078,-6.674,-6.818,0.144,tres
0.159,0.111,-15.395,-10.927,-4.468,tres
0.157,0.108,-9.502,-11.942,2.441,tres
0.124,0.086,-3.228,-1.760,-1.468,tres
0.134,0.093,-7.492,-11.644,4.152,tres
0.163,0.114,-14.569,-12.594,-1.975,tres
0.139,0.098,-9.041,-9.975,0.934,tres
0.149,0.103,-1.422,-10.878,9.456,tres
0.184,0.125,-6.456,-11.758,5.302,tres
0.104,0.077,-7.507,-2.499,-5.007,tres
0.147,0.107,-12.258,-6.972,-5.287,tres
0.215,0.147,2.741,-8.785,11.526,tres
0.143,0.097,8.427,0.053,8.375,tres
0.098,0.069,-7.545,-7.395,-0.150,tres
0.141,0.102,-9.514,-6.912,-2.602,tres
0.099,0.065,1.114,-1.685,2.799,tres
0.173,0.125,-12.076,-10.799,-1.277,tres
0.079,0.051,1.479,-1.800,3.279,tres
0.165,0.114,0.790,-9.167,9.958,tres
0.126,0.096,-8.007,5.349,-13.356,tres
0.095,0.067,-12.457,-7.358,-5.099,tres
0.136,0.098,-11.128,-9.821,-1.307,tres
0.113,0.077,-14.557,-4.358,-10.199,tres
0.139,0.099,-12.869,-7.444,-5.425,tres
0.163,0.115,-6.336,1.160,-7.495,tres
0.057,0.038,-5.546,-4.300,-1.245,tres
